002008011,體育[男女合班]—健康體適能,二34          ,45,45,1,衝堂科目無法退選                                  ,一般處理
002009001,體育[男女合班]—適應體育,四56          ,45,0,,,一般處理
002012011,體育[男]—羽球初級,五12          ,45,33,16,衝堂科目無法退選                                  ,一般處理
002012021,體育[男]—羽球初級                                          ,五34          ,45,45,6,衝堂科目無法退選                                  ,一般處理
002021011,體育[男]—籃球初級                                          ,四56          ,45,12,10,衝堂科目無法退選                                  ,一般處理
002021021,體育[男]—籃球初級                                          ,四78          ,45,29,13,衝堂科目無法退選                                  ,一般處理
002021031,體育[男]—籃球初級                                          ,五78          ,45,13,12,衝堂科目無法退選                                  ,一般處理
002043011,體育[男]—游泳初級                                          ,一56          ,45,33,12,衝堂科目無法退選                                  ,一般處理
002062011,體育[女]—羽球初級                                          ,二12          ,45,32,22,衝堂科目無法退選                                  ,一般處理
002062021,體育[女]—羽球初級                                          ,二34          ,45,45,2,衝堂科目無法退選                                  ,一般處理
002062031,體育[女]—羽球初級                                          ,二78          ,45,45,9,衝堂科目無法退選                                  ,一般處理
002062051,體育[女]—羽球初級                                          ,三34          ,45,45,1,全校人數已額滿                                    ,一般處理
002065011,體育[女]—桌球初級                                          ,三56          ,45,45,1,全校人數已額滿                                    ,一般處理
002065021,體育[女]—桌球初級                                          ,四12          ,45,45,3,衝堂科目無法退選                                  ,一般處理
002071011,體育[女]—籃球初級                                          ,三56          ,45,32,12,衝堂科目無法退選                                  ,一般處理
002071021,體育[女]—籃球初級                                          ,三78          ,45,36,12,衝堂科目無法退選                                  ,一般處理
002081021,體育[女]—有氧耐力                                          ,三56          ,45,45,2,衝堂科目無法退選                                  ,一般處理
002081031,體育[女]—有氧耐力,二34          ,45,45,2,衝堂科目無法退選                                  ,一般處理
002097011,體育[女]—排球初級                                          ,三12          ,45,16,10,衝堂科目無法退選                                  ,一般處理
002097021,體育[女]—排球初級                                          ,一56          ,45,34,18,衝堂科目無法退選                                  ,一般處理
002097031,體育[女]—排球初級                                          ,三34          ,45,25,10,衝堂科目無法退選                                  ,一般處理
002112001,體育[女]—女體適能,五12          ,45,45,1,全校人數已額滿                                    ,一般處理
002112011,體育[女]—女體適能,四12          ,45,45,1,衝堂科目無法退選                                  ,一般處理
002151001,體育[女]—排球中級                                          ,一78          ,45,29,11,衝堂科目無法退選                                  ,一般處理
002154001,體育[女]—游泳初級（蛙泳）                                  ,二56          ,45,45,2,衝堂科目無法退選                                  ,一般處理
002301001,體育[男女合班]—網球初級                                    ,一56          ,45,34,28,衝堂科目無法退選                                  ,一般處理
002301021,體育[男女合班]—網球初級                                    ,二78          ,45,45,4,衝堂科目無法退選                                  ,一般處理
002301031,體育[男女合班]—網球初級                                    ,二56          ,45,45,9,衝堂科目無法退選                                  ,一般處理
002301041,體育[男女合班]—網球初級                                    ,三34          ,45,45,4,衝堂科目無法退選                                  ,一般處理
002303011,體育[男女合班]—桌球初級                                    ,二56          ,45,45,1,全校人數已額滿                                    ,一般處理
002303021,體育[男女合班]—桌球初級                                    ,四34          ,45,45,1,全校人數已額滿                                    ,一般處理
002303031,體育[男女合班]—桌球初級                                    ,三12          ,45,45,3,衝堂科目無法退選                                  ,一般處理
002303041,體育[男女合班]—桌球初級                                    ,一78          ,45,45,1,全校人數已額滿                                    ,一般處理
002303051,體育[男女合班]—桌球初級                                    ,四56          ,45,45,1,衝堂科目無法退選                                  ,一般處理
002303061,體育[男女合班]—桌球初級                                    ,一56          ,45,45,3,衝堂科目無法退選                                  ,一般處理
002303071,體育[男女合班]—桌球初級,二12          ,45,45,3,衝堂科目無法退選                                  ,一般處理
002305021,體育[男女合班]—慢速壘球初級                                ,三34          ,45,45,4,衝堂科目無法退選                                  ,一般處理
002305031,體育[男女合班]—慢速壘球初級,二34          ,45,45,3,衝堂科目無法退選                                  ,一般處理
002311001,體育[男女合班]—足球初級                                    ,五56          ,45,45,3,加選此科目將超過選課學分限制，無法加選,一般處理
002311011,體育[男女合班]—足球初級                                    ,四78          ,45,45,1,全校人數已額滿                                    ,一般處理
002311021,體育[男女合班]—足球初級,三78          ,45,45,1,全校人數已額滿                                    ,一般處理
002311031,體育[男女合班]—足球初級,三56          ,45,45,2,衝堂科目無法退選                                  ,一般處理
002311041,體育[男女合班]—足球初級,二78          ,45,45,1,衝堂科目無法退選                                  ,一般處理
002312001,體育[男]—男體適能                                          ,三34          ,45,45,3,衝堂科目無法退選                                  ,一般處理
002325001,體育[男女合班]—排球中級                                    ,三78          ,45,31,16,衝堂科目無法退選                                  ,一般處理
002325011,體育[男女合班]—排球中級                                    ,四78          ,45,37,6,衝堂科目無法退選                                  ,一般處理
002327001,體育[男女合班]—排球初級                                    ,一78          ,45,45,1,全校人數已額滿                                    ,一般處理
002327011,體育[男女合班]—排球初級                                    ,一12          ,45,45,6,衝堂科目無法退選                                  ,一般處理
002328001,體育[男女合班]—足球中級                                    ,五78          ,45,45,3,衝堂科目無法退選                                  ,一般處理
002329001,體育[男]—籃球中級                                          ,四56          ,45,27,21,衝堂科目無法退選                                  ,一般處理
002335001,體育[男女合班]—桌球中級                                    ,三34          ,45,42,18,衝堂科目無法退選                                  ,一般處理
002335021,體育[男女合班]—桌球中級                                    ,二78          ,45,45,2,加選此科目將超過選課學分限制，無法加選,一般處理
002335031,體育[男女合班]—桌球中級                                    ,三78          ,45,45,2,衝堂科目無法退選                                  ,一般處理
002337001,體育[男女合班]—羽球中級                                    ,二56          ,45,39,12,衝堂科目無法退選                                  ,一般處理
002337011,體育[男女合班]—羽球中級,四34          ,45,28,24,衝堂科目無法退選                                  ,一般處理
002337021,體育[男女合班]—羽球中級,三12          ,45,45,6,衝堂科目無法退選                                  ,一般處理
002338001,體育[男女合班]—游泳中級                                    ,二78          ,45,45,1,全校人數已額滿                                    ,一般處理
002339001,體育[男女合班]—木球初級                                    ,一56          ,45,45,2,衝堂科目無法退選                                  ,一般處理
002339011,體育[男女合班]—木球初級                                    ,二56          ,45,45,1,全校人數已額滿                                    ,一般處理
002339021,體育[男女合班]—木球初級,四56          ,45,45,1,衝堂科目無法退選                                  ,一般處理
002340021,體育[男女合班]—網球中級,一78          ,45,16,8,衝堂科目無法退選                                  ,一般處理
002343001,體育[男女合班]—橄欖球初級                                  ,四34          ,45,45,1,衝堂科目無法退選                                  ,一般處理
002343011,體育[男女合班]—橄欖球初級                                  ,五34          ,45,45,1,衝堂科目無法退選                                  ,一般處理
002344001,體育[男女合班]—土風舞初級                                  ,五12          ,45,16,9,衝堂科目無法退選                                  ,一般處理
002345001,體育[男女合班]—拳擊                                        ,三12          ,45,16,20,衝堂科目無法退選                                  ,一般處理
002345011,體育[男女合班]—拳擊                                        ,三34          ,45,43,22,衝堂科目無法退選                                  ,一般處理
002346001,體育[男女合班]—鐵人三項初級                                ,二34          ,45,20,22,衝堂科目無法退選                                  ,一般處理
002347001,體育[男女合班]—健走                                        ,一12          ,45,45,1,全校人數已額滿                                    ,一般處理
002347011,體育[男女合班]—健走                                        ,四56          ,45,45,1,衝堂科目無法退選                                  ,一般處理
002347021,體育[男女合班]—健走,四12          ,45,45,1,衝堂科目無法退選                                  ,一般處理
002350001,體育[男女合班]—武術初級                                    ,二12          ,45,45,2,衝堂科目無法退選                                  ,一般處理
002355001,體育[男女合班]—武術中級                                    ,二34          ,45,45,7,衝堂科目無法退選                                  ,一般處理
002359001,體育[男女合班]—熱力有氧初級                                ,四56          ,45,45,1,衝堂科目無法退選                                  ,一般處理
002360021,體育[男女合班]—籃球中級,五78          ,45,45,2,衝堂科目無法退選                                  ,一般處理
002361011,體育[男女合班]—籃球初級                                    ,四34          ,45,38,21,衝堂科目無法退選                                  ,一般處理
002361021,體育[男女合班]—籃球初級,五56          ,45,45,2,衝堂科目無法退選                                  ,一般處理
002362001,體育[男女合班]—瑜珈初級                                    ,四12          ,45,45,2,衝堂科目無法退選                                  ,一般處理
002362011,體育[男女合班]—瑜珈初級                                    ,四34          ,45,45,1,衝堂科目無法退選                                  ,一般處理
002366001,體育[男女合班]—羽球初級,四12          ,45,30,19,衝堂科目無法退選                                  ,一般處理
002366011,體育[男女合班]—羽球初級,三12          ,45,15,9,衝堂科目無法退選                                  ,一般處理
002366021,體育[男女合班]—羽球初級,三34          ,45,45,7,衝堂科目無法退選                                  ,一般處理
002366071,體育[男女合班]—羽球初級,四34          ,45,45,1,全校人數已額滿                                    ,一般處理
002367001,體育[男女合班]—慢速壘球中級,四56          ,45,36,9,衝堂科目無法退選                                  ,一般處理
002368001,體育[男女合班]—定向越野,二56          ,45,45,1,衝堂科目無法退選                                  ,一般處理
002368011,體育[男女合班]—定向越野,二34          ,45,45,1,全校人數已額滿                                    ,一般處理
002369001,體育[男女合班]—現代舞初級,五34          ,45,45,6,衝堂科目無法退選                                  ,一般處理
002371001,體育[男女合班]—國際標準舞初級（恰恰、探戈）,二56          ,45,32,10,衝堂科目無法退選                                  ,一般處理
002371011,體育[男女合班]—國際標準舞初級（恰恰、探戈）,二78          ,45,42,17,衝堂科目無法退選                                  ,一般處理
002373001,體育[男女合班]—田徑,三56          ,45,45,3,衝堂科目無法退選                                  ,一般處理
002373011,體育[男女合班]—田徑,五12          ,45,43,23,衝堂科目無法退選                                  ,一般處理
002374001,體育[男女合班]—田徑運動入門,三34          ,45,45,1,全校人數已額滿                                    ,一般處理
002374011,體育[男女合班]—田徑運動入門,五34          ,45,45,1,衝堂科目無法退選                                  ,一般處理
002375001,體育[男女合班]—網球高級,五56          ,45,11,12,衝堂科目無法退選                                  ,一般處理
002377001,體育[男女合班]—綜合體能訓練,二12          ,45,11,22,衝堂科目無法退選                                  ,一般處理
002378001,體育[男女合班]—五人制足球,二56          ,45,27,15,衝堂科目無法退選                                  ,一般處理
002378011,體育[男女合班]—五人制足球,四56          ,45,36,15,衝堂科目無法退選                                  ,一般處理
002380001,體育[男女合班]—民俗體育,二34          ,45,37,12,衝堂科目無法退選                                  ,一般處理
002380011,體育[男女合班]—民俗體育,三34          ,45,45,5,衝堂科目無法退選                                  ,一般處理
